source,source_url,entry_id,name,title,description,repository_url,category,pricing,sla_rate_limit,quality_benchmark,payment,provenance,security_trust,all_core_value_classes,structured_value_classes,machine_actionable_value_classes,evidence
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,12875,heroku-mcp-server,heroku-mcp-server,,https://github.com/andyciggy/heroku-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...y"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""andyciggy/her..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,2381,adspirer-mcp-server,Ads Manager MCP server for Claude,Model context Protocol (MCP) server for Adspirer,https://github.com/amekala/adspirer-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...: ""Model context Protocol (MCP) server for Adspirer"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 3, ""full_name"": ""... | security_trust: ...ntext Protocol (MCP) server for Adspirer"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 3, ""full_name"": ""amekala/adspi..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,6208,hirebase-mcp,HireBase MCP Server,A Python MCP Server for hirebase.org's API,https://github.com/jhgaylor/hirebase-mcp,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ption"": ""A Python MCP Server for hirebase.org's API"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 2, ""full_name"": ""... | security_trust: ...Python MCP Server for hirebase.org's API"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 2, ""full_name"": ""jhgaylor/hire..."
glama,https://glama.ai/api/mcp/v1/servers,xn5pjmxsen,Sentinel MCP Data Governance Agent,Sentinel MCP Data Governance Agent,"A data governance agent that audits PostgreSQL databases through controlled MCP tools for schema inspection, null profiling, and anomaly detection.",https://github.com/NIHARDUGADE/sentinel-mcp-data-governance-agent,hosting:local-only,human_readable,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"pricing: ... {""description"": ""An OpenAI API key with available API quota"", ""type"": ""string""}}, ""required"": [""OPENAI_API_KEY""], ""type"": ""object""}, ""id"": ... | provenance: ...P Data Governance Agent"", ""namespace"": ""NIHARDUGADE"", ""repository"": {""url"": ""https://github.com/NIHARDUGADE/sentinel-mcp-data-governance-agent""},... | security_trust: ...erties"": {""OPENAI_API_KEY"": {""description"": ""An OpenAI API key with available API quota"", ""type"": ""string""}}, ""required"": [""OPENAI_API_KEY""], ..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.getperspective/mcp,ai.getperspective/mcp,Perspective AI,An AI concierge that turns static forms into adaptive AI conversations. From any MCP client.,,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...able-http"", ""url"": ""https://getperspective.ai/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/Perspective-AI/mcp""}, ""title""..."
glama,https://glama.ai/api/mcp/v1/servers,p29sm4aabl,claude-webcache,claude-webcache,Cross-session WebFetch cache for Claude Code. Persists fetched docs across sessions via SQLite (7-day TTL) so the same URL+prompt in any new session is an instant cache hit instead of re-fetching,https://github.com/theYahia/claude-webcache,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""name"": ""claude-webcache"", ""namespace"": ""theYahia"", ""repository"": {""url"": ""https://github.com/theYahia/claude-webcache""}, ""slug"": ""claude-webca... | security_trust: ...slug"": ""claude-webcache"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,12904,wiki_mcp_server,ð Wiki MCP Server,,https://github.com/albertshao/wiki_mcp_server,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""category"": ""research-and-data"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ..."": ""research-and-data"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""albertshao/wi..."
glama,https://glama.ai/api/mcp/v1/servers,qp9sq5c85r,opencode-cli-mcp,opencode-cli-mcp,"Wraps opencode CLI's HTTP API into MCP tools for agent run, session management, and server status, plus a fleet webapp dashboard.",https://github.com/sandraschi/opencode-cli-mcp,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,structured_unverified,False,3,1,"provenance: ...name"": ""opencode-cli-mcp"", ""namespace"": ""sandraschi"", ""repository"": {""url"": ""https://github.com/sandraschi/opencode-cli-mcp""}, ""slug"": ""opencode-..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:e83aaa9ca8a9,grafana/mcp-grafana,grafana/mcp-grafana,"egory"":""security"",""tags"":[""1password"",""secrets"",""passwords"",""vault"",""security"",""credentials""],""capabilities"":{""tools"":[""search_items"",""get_item"",""list_vaults""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor""],""pricing"":""open-source"",""pricingNote"":""Server is free. 1Password r",https://github.com/grafana/mcp-grafana,curated_registry,human_readable,absent,human_readable,human_readable,machine_actionable,human_readable,False,1,1,"pricing: ...ty\"":[\""claude-desktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server is free. 1Password requires a subscr... | quality_benchmark: ...bscription.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySco... | payment: ...\""pricingNote\"":\""Server is free. 1Password requires a subscription.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":true,\""dateAdded\"":\""202... | provenance: ...sktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server is free. 1Password requires a subscription.\"",\""lice... | security_trust: ...{""page_snippet"": ""egory\"":\""security\"",\""tags\"":[\""1password\"",\""secrets\"",\""passwords\"",\""vault\"",\""security\"",\""cr..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.bringyour/bringyour,ai.bringyour/bringyour,Bring Your AI,No-data MCP handoff for local Claude Code to Codex harness moves. $49 lifetime.,,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...ttps://bringyour.ai/mcp""}], ""title"": ""Bring Your AI"", ""version"": ""1.1.0"", ""websiteUrl"": ""https://bringyour.ai""}}..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.jeda/jeda-ai,ai.jeda/jeda-ai,,"Visual AI for strategic thinking — SWOT, flowcharts, mindmaps, Gantt diagrams as polished SVG.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...streamable-http"", ""url"": ""https://mcp.jeda.ai/mcp""}], ""version"": ""1.23.30"", ""websiteUrl"": ""https://jeda.ai""}}..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,1798,terraform-mcp-server,Terraform Registry MCP Server,Terraform Registry MCP Server,https://github.com/thrashr888/terraform-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ols"", ""description"": ""Terraform Registry MCP Server"", ""github"": {""archived"": true, ""contributors_count"": 2, ""forks_count"": 22, ""full_name"": ""... | security_trust: ...ription"": ""Terraform Registry MCP Server"", ""github"": {""archived"": true, ""contributors_count"": 2, ""forks_count"": 22, ""full_name"": ""thrashr888/te..."
glama,https://glama.ai/api/mcp/v1/servers,fg8khha6da,karate-graph-mcp,karate-graph-mcp,"Enables analysis of Karate framework feature files, extracting dependencies and generating interactive dependency graphs.",https://github.com/duyngo91/karate-graph-mcp,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ... ""name"": ""karate-graph-mcp"", ""namespace"": ""duyngo91"", ""repository"": {""url"": ""https://github.com/duyngo91/karate-graph-mcp""}, ""slug"": ""karate-grap... | security_trust: ...lug"": ""karate-graph-mcp"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
glama,https://glama.ai/api/mcp/v1/servers,j2qhv67xsh,mcp-tool-hub,mcp-tool-hub,"A modular, extensible MCP multi-server hub that gives LLMs sandboxed file access, Git operations, web fetching, and persistent memory, deployable via Ansible.",https://github.com/TOMJARA/mcp-tool-hub,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...xsh"", ""name"": ""mcp-tool-hub"", ""namespace"": ""TOMJARA"", ""repository"": {""url"": ""https://github.com/TOMJARA/mcp-tool-hub""}, ""slug"": ""mcp-tool-hub"", ""... | security_trust: ...fault"": ""./mcp-data/files"", ""description"": ""Filesystem sandbox root"", ""type"": ""string""}, ""MCP_GIT_WORKSPACE"": {""default"": ""./mcp-data/repos"", ..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,13276,Roo-Code-MCP-installer,ð Roo Code MCP Installer,"An MCP server installer for Roo Code. Handles the installation from Github, requirements, package management, update, installation and MCP Json configuration.",https://github.com/pecklo/Roo-Code-MCP-installer,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,absent,False,2,1,"provenance: ... installer for Roo Code. Handles the installation from Github, requirements, package management, update, installation and MCP Json configurat..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,4878,MCP-server-client-computer-use-ai-sdk,Computer Use AI SDK,,https://github.com/m13v/MCP-server-client-computer-use-ai-sdk,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""category"": ""research-and-data"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 14, ""full_name"": ... | security_trust: ..."": ""research-and-data"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 14, ""full_name"": ""m13v/MCP-ser..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,10784,remote-mcp-server,remote-mcp-server,,https://github.com/Alxypro/remote-mcp-server,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...o"", ""category"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ry"": ""developer-tools"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 0, ""full_name"": ""Alxypro/remot..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.jeda/jeda-ai,ai.jeda/jeda-ai,,"Visual AI for strategic thinking — SWOT, flowcharts, mindmaps, Gantt diagrams as polished SVG.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...streamable-http"", ""url"": ""https://mcp.jeda.ai/mcp""}], ""version"": ""1.23.39"", ""websiteUrl"": ""https://jeda.ai""}}..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,7170,MCP-Server-for-Hashing,MCP Server for cryptographic hashing,"A Model Context Protocol (MCP) server for calculating MD5 and SHA-256 hashes, complete with tools and guides for understanding and building MCP servers. Works with Claude Desktop & VSCode.",https://github.com/kanad13/MCP-Server-for-Hashing,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ng MCP servers. Works with Claude Desktop & VSCode."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ers. Works with Claude Desktop & VSCode."", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""kanad13/MCP-S..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,4164,MCP,MCP - My Favorite MCP Servers,A collection of my favorite MCP (Master Control Program) servers,https://github.com/lurantys/MCP,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...of my favorite MCP (Master Control Program) servers"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ite MCP (Master Control Program) servers"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""lurantys/MCP""..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,6997,firestore-mcp,Firestore MCP Server,MCP Server to interact with Google Cloud Firestore,https://github.com/gitskyflux/firestore-mcp,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...""MCP Server to interact with Google Cloud Firestore"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ... to interact with Google Cloud Firestore"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""gitskyflux/fi..."
